REF_DATE,GEO,Sex,Age group,Arthritis (15 years and over),Asthma,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Body mass index, adjusted self-reported, adult (18 years and over), overweight",Breast milk feeding initiation,"Cannabis frequency of use in the past months, daily or almost daily","Cannabis use, past 12 months",Chronic obstructive pulmonary disease (COPD; 35 years and over),"Current smoker, daily","Current smoker, daily or occasional",Diabetes,"Exclusive breastfeeding, at least 6 months","Fruit and vegetable consumption, 5 times or more per day",Has a regular healthcare provider,Heavy drinking,High blood pressure,Influenza immunization in the past 12 months,"Life satisfaction, satisfied or very satisfied",Mood disorder,"Perceived health, fair or poor","Perceived health, very good or excellent","Perceived life stress, most days quite a bit or extremely stressful","Perceived mental health, fair or poor","Perceived mental health, very good or excellent","Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Sense of belonging to local community, somewhat strong or very strong"
2018,Manitoba,Females,4,54300.0,10100.0,31600.0,32400.0,,,,6800.0,6900.0,12600.0,13800.0,,,99500.0,5700.0,54400.0,62300.0,83900.0,10200.0,25500.0,44600.0,18300.0,5500.0,65400.0,25500.0,72700.0
2018,Manitoba,Males,1,,10400.0,39300.0,48900.0,,,,,21500.0,38600.0,,,,102800.0,43400.0,,18800.0,147500.0,11400.0,13400.0,100400.0,19000.0,,99000.0,107700.0,103300.0
2018,Manitoba,Males,2,12300.0,10000.0,34600.0,59800.0,,,,,14900.0,23900.0,,,,84800.0,26400.0,11400.0,25500.0,105900.0,,6200.0,89600.0,26500.0,5000.0,84300.0,66800.0,86800.0
2018,Manitoba,Males,3,32600.0,,45900.0,42500.0,,,,,20400.0,24800.0,14900.0,,,101800.0,25300.0,36700.0,32300.0,105100.0,11000.0,14100.0,67200.0,30100.0,8200.0,85500.0,74300.0,87200.0
2018,Manitoba,Males,4,35200.0,4200.0,22000.0,36400.0,,,,4400.0,6800.0,8100.0,16200.0,,,83500.0,8100.0,38300.0,45400.0,72100.0,4000.0,23100.0,30700.0,9900.0,5700.0,53900.0,32600.0,61300.0
2018,New Brunswick,Females,1,,6300.0,17600.0,18500.0,20600.0,,,,3800.0,9700.0,,8600.0,,57500.0,14500.0,,15800.0,66100.0,6700.0,,45300.0,14800.0,7700.0,42600.0,36800.0,46200.0
2018,New Brunswick,Females,2,6800.0,7500.0,29900.0,21700.0,6000.0,,,,8200.0,8900.0,,,,67100.0,7000.0,,22100.0,70200.0,,5700.0,47200.0,20300.0,,50300.0,39700.0,56200.0
2018,New Brunswick,Females,3,28800.0,9300.0,25900.0,35000.0,,,,5000.0,9400.0,11600.0,11000.0,,,83100.0,12900.0,24900.0,36500.0,81100.0,13900.0,14600.0,46700.0,24700.0,9600.0,55100.0,41800.0,64800.0
2018,New Brunswick,Females,4,39200.0,9000.0,26800.0,27200.0,,,,6000.0,3900.0,5500.0,13200.0,,,77400.0,,36400.0,52800.0,65600.0,5900.0,18200.0,35600.0,10000.0,4000.0,50300.0,19000.0,62300.0
2018,New Brunswick,Males,1,,7600.0,16700.0,24400.0,,,,,10500.0,16400.0,,,,56100.0,27500.0,,14900.0,62100.0,5100.0,,45800.0,16100.0,6100.0,41000.0,54000.0,47300.0
2018,New Brunswick,Males,2,11400.0,,27500.0,25000.0,,,,,10100.0,13900.0,,,,58500.0,23300.0,6900.0,18600.0,60900.0,4700.0,7900.0,40400.0,11600.0,7000.0,47700.0,36300.0,46200.0
2018,New Brunswick,Males,3,26600.0,3400.0,34600.0,35100.0,,,,,12600.0,17900.0,18200.0,,,78600.0,18600.0,32700.0,24500.0,72400.0,4200.0,22100.0,35900.0,17400.0,7100.0,47500.0,36800.0,55900.0
2018,New Brunswick,Males,4,31800.0,4500.0,21000.0,28900.0,,,,8500.0,7000.0,8000.0,17600.0,,,65800.0,7300.0,33400.0,37900.0,52500.0,,19300.0,30200.0,8500.0,3800.0,43300.0,29400.0,45700.0
2018,Newfoundland and Labrador,Females,1,,,11600.0,12100.0,5300.0,,,,6700.0,7800.0,,,,41400.0,15200.0,,10900.0,47200.0,6100.0,,34600.0,3700.0,6100.0,32100.0,28500.0,34800.0
2018,Newfoundland and Labrador,Females,2,15100.0,,25600.0,12600.0,,,,,11000.0,15800.0,4500.0,,,47400.0,12000.0,6200.0,15700.0,44700.0,7100.0,11400.0,27000.0,17000.0,,28700.0,27000.0,36900.0
2018,Newfoundland and Labrador,Females,3,21600.0,6800.0,21900.0,24000.0,,,,3200.0,7400.0,9100.0,4800.0,,,53800.0,15300.0,16000.0,17900.0,60200.0,6200.0,8000.0,39800.0,12000.0,2400.0,41600.0,29600.0,51200.0
2018,Newfoundland and Labrador,Females,4,34100.0,6000.0,15600.0,21700.0,,,,4900.0,3800.0,4000.0,11600.0,,,51300.0,2700.0,27100.0,29300.0,47000.0,5000.0,10100.0,32300.0,6500.0,2500.0,38500.0,15100.0,45300.0
2018,Newfoundland and Labrador,Males,1,,,16200.0,14900.0,,,,,7800.0,12300.0,,,,39200.0,23700.0,,,42300.0,8600.0,3900.0,28600.0,8300.0,5800.0,31600.0,30800.0,32200.0
2018,Newfoundland and Labrador,Males,2,10200.0,,24300.0,15900.0,,,,,12800.0,16400.0,,,,39500.0,22000.0,5100.0,9100.0,42900.0,,5900.0,35300.0,7400.0,,39600.0,21000.0,35700.0
2018,Newfoundland and Labrador,Males,3,16000.0,,30800.0,22400.0,,,,,10200.0,12000.0,5100.0,,,52000.0,25100.0,17700.0,16400.0,57100.0,4100.0,12300.0,30900.0,7300.0,6200.0,40300.0,34700.0,43800.0
2018,Newfoundland and Labrador,Males,4,23300.0,,15000.0,20300.0,,,,5700.0,3600.0,5500.0,12700.0,,,44300.0,8900.0,25600.0,25800.0,38300.0,,10600.0,24700.0,3100.0,,30100.0,12000.0,37400.0
2018,Nova Scotia,Females,1,,15600.0,29000.0,24300.0,19500.0,,,,10600.0,15100.0,,,,80700.0,22000.0,,38300.0,90900.0,18600.0,11600.0,62600.0,13800.0,16600.0,53300.0,61900.0,65000.0
2018,Nova Scotia,Females,2,15800.0,11200.0,21500.0,25600.0,9200.0,,,,16500.0,21900.0,,,,78500.0,13400.0,6800.0,34700.0,80300.0,15800.0,11700.0,56600.0,28900.0,12100.0,52300.0,53200.0,63500.0
2018,Nova Scotia,Females,3,43100.0,9400.0,41500.0,29600.0,,,,7000.0,15500.0,20200.0,10900.0,,,101500.0,17300.0,32300.0,55800.0,98300.0,15700.0,17000.0,62300.0,24100.0,11500.0,79000.0,51200.0,78900.0
2018,Nova Scotia,Females,4,59900.0,8600.0,28200.0,35400.0,,,,9600.0,7700.0,10500.0,16400.0,,,94800.0,3500.0,50300.0,71500.0,79600.0,10800.0,25400.0,43100.0,13900.0,8600.0,61000.0,28000.0,75800.0
2018,Nova Scotia,Males,1,,10300.0,27900.0,37200.0,,,,,8900.0,15100.0,,,,62400.0,34800.0,,22300.0,85100.0,13700.0,13600.0,61800.0,15600.0,8700.0,61800.0,68600.0,53200.0
2018,Nova Scotia,Males,2,10500.0,8800.0,29200.0,31700.0,,,,,19100.0,24600.0,,,,61600.0,21800.0,7600.0,24200.0,76000.0,5900.0,5000.0,54700.0,14800.0,5100.0,56000.0,48400.0,56700.0
2018,Nova Scotia,Males,3,42000.0,6800.0,38500.0,45700.0,,,,6100.0,25900.0,29000.0,16000.0,,,95600.0,31100.0,36300.0,47800.0,90600.0,7500.0,21500.0,54400.0,16000.0,9700.0,74900.0,62900.0,83100.0
2018,Nova Scotia,Males,4,36700.0,2000.0,26700.0,35200.0,,,,9900.0,8300.0,10200.0,17400.0,,,82400.0,12200.0,40400.0,54600.0,70400.0,4200.0,19700.0,42000.0,8700.0,4500.0,51200.0,36800.0,66900.0
2018,Ontario,Females,1,50400.0,112300.0,250600.0,396600.0,295900.0,,,,135200.0,215100.0,,106100.0,,1443200.0,347000.0,,391900.0,1548000.0,240800.0,128800.0,1126900.0,401800.0,221200.0,959300.0,906200.0,1057300.0
2018,Ontario,Females,2,146200.0,136000.0,335800.0,441300.0,244100.0,,,32200.0,129400.0,182000.0,65300.0,111800.0,,1324300.0,231500.0,114800.0,394800.0,1290200.0,181900.0,125900.0,873000.0,416400.0,125000.0,943700.0,754000.0,962900.0
2018,Ontario,Females,3,491000.0,158200.0,407800.0,460100.0,,,,57700.0,202000.0,236700.0,133100.0,,,1399300.0,185300.0,365200.0,534000.0,1332800.0,219000.0,209000.0,886000.0,380000.0,108800.0,1014900.0,739400.0,1015300.0
2018,Ontario,Females,4,685300.0,128000.0,327800.0,410200.0,,,,94800.0,74400.0,95400.0,190900.0,,,1204700.0,56000.0,543800.0,771300.0,1050300.0,92500.0,237500.0,615000.0,168800.0,71700.0,854400.0,422200.0,893800.0
2018,Ontario,Males,1,72100.0,118400.0,295900.0,561600.0,,,,,195100.0,387200.0,13500.0,,,1316700.0,509400.0,38200.0,285400.0,1559900.0,132900.0,134800.0,1114800.0,356400.0,122700.0,1084500.0,1119500.0,949500.0
2018,Ontario,Males,2,131300.0,90400.0,394000.0,593600.0,,,,16800.0,190800.0,303400.0,56400.0,,,1192400.0,346400.0,146800.0,306100.0,1247200.0,109500.0,95300.0,908600.0,377100.0,96600.0,955000.0,833300.0,866700.0
2018,Ontario,Males,3,316200.0,86600.0,484000.0,595100.0,,,,55400.0,248700.0,299600.0,175600.0,,,1322000.0,339200.0,416200.0,432100.0,1336500.0,133400.0,179900.0,795800.0,289000.0,126500.0,1012200.0,762200.0,987400.0
2018,Ontario,Males,4,388700.0,61800.0,259300.0,413500.0,,,,72400.0,92800.0,116300.0,246800.0,,,1023300.0,88200.0,489700.0,595100.0,876000.0,56900.0,215900.0,505300.0,95200.0,43900.0,706700.0,409700.0,766500.0
2018,Prince Edward Island,Females,1,,2400.0,5100.0,2100.0,2400.0,,,,,,,,,11300.0,2600.0,,4000.0,14000.0,2100.0,,10700.0,,,8800.0,8400.0,6600.0
2018,Prince Edward Island,Females,2,1800.0,2500.0,4800.0,3900.0,,,,,2100.0,3000.0,,,,11500.0,1300.0,,4700.0,13100.0,2100.0,1900.0,10200.0,2400.0,,10300.0,8300.0,9900.0
2018,Prince Edward Island,Females,3,5200.0,2000.0,7100.0,4900.0,,,,,2600.0,3000.0,1700.0,,,14600.0,2000.0,5100.0,8300.0,15600.0,1500.0,3200.0,9400.0,4200.0,,11000.0,7500.0,12300.0
2018,Prince Edward Island,Females,4,7500.0,900.0,4700.0,4700.0,,,,1000.0,700.0,1000.0,2100.0,,,14200.0,,7900.0,9000.0,13100.0,1400.0,3200.0,7900.0,1300.0,,11000.0,2100.0,12700.0
2018,Prince Edward Island,Males,1,,,4800.0,4900.0,,,,,3500.0,5200.0,,,,10400.0,6500.0,,3400.0,14100.0,2400.0,,10900.0,3100.0,2700.0,8300.0,10500.0,10100.0
2018,Prince Edward Island,Males,2,,,5400.0,5600.0,,,,,3000.0,3300.0,,,,11500.0,3200.0,2300.0,3700.0,13100.0,,,8200.0,2900.0,,10100.0,7100.0,8400.0
2018,Prince Edward Island,Males,3,4500.0,,6600.0,6300.0,,,,,2700.0,3200.0,2000.0,,,12000.0,4400.0,3500.0,5500.0,14700.0,,2600.0,10600.0,4600.0,1600.0,11000.0,8600.0,13300.0
2018,Prince Edward Island,Males,4,5300.0,,4000.0,6600.0,,,,1900.0,2100.0,2200.0,3600.0,,,12100.0,2000.0,6800.0,8100.0,11800.0,,2300.0,6700.0,1000.0,,9900.0,3800.0,9700.0
2018,Quebec,Females,1,19100.0,97600.0,115900.0,187300.0,197500.0,,,,105400.0,165600.0,,50300.0,,661200.0,248900.0,6400.0,95100.0,826900.0,71000.0,39400.0,594100.0,282600.0,81500.0,529100.0,477800.0,510600.0
2018,Quebec,Females,2,86200.0,83900.0,223000.0,225200.0,147200.0,,,12600.0,87800.0,119100.0,22900.0,45200.0,,672000.0,170100.0,49600.0,99400.0,765000.0,80700.0,61600.0,500100.0,302700.0,48300.0,532500.0,379200.0,469700.0
2018,Quebec,Females,3,239500.0,76600.0,226400.0,315900.0,,,,35700.0,142000.0,177500.0,65200.0,,,771200.0,156300.0,175600.0,200300.0,801400.0,92400.0,102800.0,504800.0,199400.0,54800.0,613500.0,418600.0,492800.0
2018,Quebec,Females,4,402700.0,69000.0,207600.0,267100.0,,,,58100.0,67700.0,82500.0,131800.0,,,762700.0,51500.0,371300.0,379800.0,719100.0,46700.0,154800.0,391400.0,71200.0,30200.0,579100.0,228700.0,514000.0
2018,Quebec,Males,1,,73200.0,164400.0,318500.0,,,,,122400.0,226500.0,,,,477900.0,326500.0,15000.0,73100.0,839800.0,32400.0,45200.0,647000.0,201400.0,51100.0,643300.0,614600.0,443200.0
2018,Quebec,Males,2,48000.0,51700.0,221800.0,356800.0,,,,12900.0,129600.0,187500.0,26400.0,,,577500.0,253800.0,69700.0,74700.0,773900.0,42600.0,58500.0,562100.0,282500.0,49100.0,607400.0,491800.0,469000.0
2018,Quebec,Males,3,176700.0,54700.0,279100.0,403300.0,,,,31800.0,150200.0,187600.0,117700.0,,,741100.0,198400.0,233400.0,178700.0,820300.0,61600.0,106000.0,517300.0,177900.0,58100.0,634400.0,491800.0,491700.0
2018,Quebec,Males,4,223900.0,47100.0,162200.0,305000.0,,,,46900.0,68800.0,92200.0,153000.0,,,639800.0,86800.0,256200.0,306300.0,612900.0,23800.0,121000.0,328600.0,46200.0,13400.0,521600.0,265800.0,441400.0
2018,Saskatchewan,Females,1,,17000.0,18800.0,35300.0,36200.0,,,,18800.0,25000.0,,17800.0,,92300.0,30100.0,,33800.0,120200.0,21300.0,11000.0,82300.0,24300.0,13700.0,80400.0,63200.0,75500.0
2018,Saskatchewan,Females,2,11300.0,7400.0,33000.0,24300.0,15800.0,,,,24700.0,29800.0,,10000.0,,82600.0,18700.0,8800.0,36100.0,93200.0,15600.0,10500.0,53800.0,30900.0,12200.0,61800.0,50300.0,76200.0
2018,Saskatchewan,Females,3,34900.0,8700.0,40600.0,33100.0,,,,,16600.0,20600.0,8200.0,,,94600.0,9900.0,32500.0,37500.0,99800.0,11200.0,17100.0,55500.0,28600.0,12800.0,68500.0,47900.0,79700.0
2018,Saskatchewan,Females,4,49900.0,7500.0,28700.0,25800.0,,,,10300.0,7800.0,11300.0,14500.0,,,81600.0,,45200.0,45300.0,72900.0,9500.0,22500.0,40200.0,11200.0,5800.0,52200.0,23700.0,67100.0
2018,Saskatchewan,Males,1,,16000.0,35700.0,37800.0,,,,,14100.0,33300.0,,,,96500.0,48700.0,5400.0,37400.0,125600.0,12800.0,7400.0,92000.0,20300.0,13000.0,93200.0,96200.0,79500.0
2018,Saskatchewan,Males,2,9200.0,,51200.0,34100.0,,,,,17900.0,22400.0,,,,82400.0,37400.0,13700.0,27500.0,98100.0,4600.0,6100.0,67600.0,26400.0,,79000.0,61600.0,75100.0
2018,Saskatchewan,Males,3,28200.0,,39700.0,45900.0,,,,,20600.0,28300.0,12800.0,,,96100.0,26000.0,23000.0,29500.0,95900.0,,13500.0,62800.0,23300.0,,81300.0,62700.0,82900.0
2018,Saskatchewan,Males,4,34000.0,,27400.0,27000.0,,,,7800.0,11300.0,13000.0,19400.0,,,73300.0,11500.0,31400.0,44400.0,63100.0,5300.0,18300.0,30000.0,7700.0,4500.0,46700.0,32400.0,59600.0
2019,Alberta,Females,1,23300.0,54100.0,101900.0,118900.0,,34500.0,185600.0,,51600.0,79500.0,,,141700.0,413200.0,132500.0,,166200.0,487200.0,82300.0,40000.0,350800.0,104900.0,82500.0,286800.0,328100.0,328300.0
2019,Alberta,Females,2,37900.0,47600.0,121600.0,148400.0,,16500.0,84000.0,,47200.0,69700.0,17900.0,,149300.0,428000.0,70000.0,36400.0,167800.0,419800.0,60600.0,37100.0,304000.0,115900.0,34600.0,291200.0,276300.0,307100.0
2019,Alberta,Females,3,159400.0,31300.0,114800.0,119200.0,,22200.0,59500.0,21700.0,53700.0,68600.0,29500.0,,148300.0,374300.0,39500.0,69900.0,188400.0,363400.0,57900.0,48800.0,246800.0,99700.0,33000.0,284200.0,213200.0,268800.0
2019,Alberta,Females,4,170600.0,24600.0,83900.0,90300.0,,8500.0,22000.0,25700.0,22900.0,27800.0,41300.0,,93600.0,284800.0,16200.0,135100.0,177300.0,244000.0,28800.0,58200.0,147600.0,37400.0,20900.0,189000.0,117900.0,199100.0
2019,Alberta,Males,1,17400.0,30100.0,116700.0,182700.0,,92600.0,254400.0,,60800.0,117000.0,,,105500.0,346000.0,212000.0,7400.0,124200.0,484400.0,48100.0,32600.0,371900.0,81100.0,51500.0,354000.0,396100.0,311700.0
2019,Alberta,Males,2,48000.0,32500.0,175200.0,198500.0,,26200.0,130900.0,,56700.0,89400.0,37300.0,,97600.0,418900.0,142200.0,76300.0,135500.0,443000.0,36000.0,31700.0,339700.0,121000.0,33100.0,342800.0,335300.0,327000.0
2019,Alberta,Males,3,107600.0,24800.0,144500.0,173600.0,,24100.0,70400.0,15800.0,75100.0,88200.0,51100.0,,83500.0,358900.0,81400.0,136400.0,123300.0,371500.0,22100.0,49900.0,236400.0,94100.0,20500.0,273700.0,261900.0,288400.0
2019,Alberta,Males,4,108800.0,12500.0,75200.0,96100.0,,8100.0,18100.0,24200.0,22300.0,26100.0,60100.0,,47300.0,253300.0,22800.0,120100.0,154500.0,223500.0,18000.0,48200.0,128700.0,25700.0,13700.0,170100.0,128300.0,190700.0
2019,British Columbia,Females,1,,59400.0,70000.0,105600.0,110100.0,28000.0,163200.0,,17400.0,44200.0,,38100.0,,395100.0,117600.0,9100.0,153600.0,492500.0,91600.0,51300.0,341500.0,132000.0,74700.0,272200.0,,352800.0
2019,British Columbia,Females,2,52000.0,46800.0,116100.0,157000.0,83400.0,21200.0,97900.0,,37400.0,55700.0,26600.0,33200.0,,412300.0,87400.0,28500.0,160000.0,447800.0,52400.0,55300.0,293500.0,121400.0,44100.0,297700.0,,349500.0
2019,British Columbia,Females,3,149200.0,28900.0,114900.0,145600.0,,16700.0,76500.0,21500.0,44300.0,56000.0,29600.0,,,463100.0,86100.0,82100.0,202900.0,459100.0,58000.0,82900.0,299500.0,103900.0,52000.0,325000.0,,360200.0
2019,British Columbia,Females,4,195300.0,32300.0,92400.0,139900.0,,11500.0,30800.0,33600.0,19800.0,31900.0,63300.0,,,440600.0,26000.0,175000.0,280800.0,404400.0,40400.0,98400.0,230300.0,51600.0,26900.0,288000.0,,346700.0
2019,British Columbia,Males,1,20400.0,60700.0,91300.0,188900.0,,65700.0,210700.0,,32000.0,82700.0,,,,342600.0,178800.0,,117100.0,516700.0,58600.0,39900.0,393200.0,97100.0,43700.0,359800.0,,321100.0
2019,British Columbia,Males,2,32400.0,26800.0,125500.0,203200.0,,42700.0,139900.0,,48000.0,81700.0,,,,351300.0,100600.0,52400.0,115300.0,429200.0,39800.0,40400.0,311100.0,142600.0,44600.0,311200.0,,299800.0
2019,British Columbia,Males,3,107400.0,25800.0,115000.0,205000.0,,39100.0,120400.0,20200.0,58200.0,79900.0,54400.0,,,418100.0,116900.0,133000.0,148600.0,436300.0,31400.0,64100.0,255000.0,126400.0,28200.0,334500.0,,334700.0
2019,British Columbia,Males,4,155600.0,32400.0,95800.0,163400.0,,16400.0,46200.0,32400.0,22400.0,28600.0,90800.0,,,401500.0,43300.0,173300.0,246900.0,348500.0,21500.0,83800.0,200200.0,31700.0,19100.0,265900.0,,305300.0
2019,Manitoba,Females,1,,16600.0,27800.0,34800.0,,9800.0,44800.0,,6100.0,12500.0,,,,124200.0,35700.0,,46500.0,136300.0,23200.0,10000.0,99800.0,31500.0,20000.0,82900.0,,103500.0
2019,Manitoba,Females,2,14800.0,12200.0,47800.0,33100.0,,,27800.0,,12600.0,16700.0,,,,106400.0,18700.0,21100.0,39400.0,120100.0,15000.0,11100.0,80200.0,33300.0,,82200.0,,98400.0
2019,Manitoba,Females,3,28100.0,12100.0,48000.0,37800.0,,,21700.0,10700.0,17800.0,22400.0,9900.0,,,107800.0,19300.0,24500.0,40300.0,107000.0,16500.0,12200.0,70700.0,29200.0,12500.0,77400.0,,87700.0
2019,Manitoba,Females,4,60900.0,10300.0,34400.0,29500.0,,1900.0,4700.0,7600.0,7400.0,9600.0,16200.0,,,103100.0,4300.0,54200.0,64300.0,89000.0,8000.0,22200.0,50400.0,14800.0,6400.0,66100.0,,77900.0
2019,Manitoba,Males,1,,,34800.0,62900.0,,19900.0,63300.0,,12800.0,33200.0,,,,102300.0,61500.0,,27800.0,145100.0,10600.0,,111400.0,29400.0,9900.0,97700.0,,103100.0
2019,Manitoba,Males,2,13800.0,,44000.0,51100.0,,,29000.0,,18400.0,26900.0,,,,95900.0,25500.0,13700.0,24600.0,108700.0,7400.0,,79100.0,29900.0,13800.0,69100.0,,84200.0
2019,Manitoba,Males,3,44800.0,11200.0,59600.0,38400.0,,5100.0,26300.0,,24300.0,26000.0,22200.0,,,108400.0,40300.0,31600.0,43900.0,111400.0,16900.0,24100.0,53100.0,18700.0,7000.0,78200.0,,87000.0
2019,Manitoba,Males,4,38300.0,5900.0,27300.0,35300.0,,2200.0,5600.0,5800.0,8300.0,10300.0,18100.0,,,88400.0,8500.0,42800.0,49400.0,75100.0,6800.0,20800.0,42800.0,9500.0,5700.0,57000.0,,63900.0
2019,New Brunswick,Females,1,,,17800.0,15100.0,18800.0,4300.0,24200.0,,6700.0,14100.0,,6900.0,,62500.0,13100.0,,23500.0,64400.0,12800.0,6100.0,45300.0,13200.0,7800.0,35500.0,,48400.0
2019,New Brunswick,Females,2,13400.0,,24600.0,22700.0,7200.0,,14700.0,,12300.0,14600.0,,,,64600.0,7400.0,8600.0,24500.0,64700.0,7600.0,10600.0,39700.0,18900.0,6900.0,43600.0,,48300.0
2019,New Brunswick,Females,3,37100.0,8000.0,37000.0,24600.0,,,20500.0,6800.0,11900.0,15400.0,11100.0,,,85100.0,15200.0,30000.0,41100.0,76900.0,10300.0,17600.0,42000.0,23200.0,7900.0,56400.0,,64000.0
2019,New Brunswick,Females,4,43100.0,7700.0,25100.0,27800.0,,1300.0,5400.0,6000.0,4500.0,6700.0,13100.0,,,78000.0,4500.0,39400.0,48000.0,69700.0,7500.0,16500.0,35500.0,10100.0,5500.0,50700.0,,60500.0
2019,New Brunswick,Males,1,,8500.0,16000.0,24800.0,,12300.0,33900.0,,11500.0,18300.0,,,,59300.0,25400.0,,13200.0,65900.0,12100.0,,44500.0,15900.0,10500.0,40700.0,,44500.0
2019,New Brunswick,Males,2,10800.0,10400.0,24100.0,28600.0,,7200.0,22800.0,,13900.0,17400.0,,,,54500.0,19000.0,13200.0,11700.0,59700.0,7000.0,8000.0,34600.0,16300.0,5900.0,40900.0,,49700.0
2019,New Brunswick,Males,3,32700.0,6600.0,41300.0,29500.0,,,18000.0,4300.0,7400.0,10500.0,15800.0,,,75700.0,23600.0,25800.0,39100.0,72100.0,7800.0,17000.0,40900.0,17800.0,10300.0,53700.0,,59100.0
2019,New Brunswick,Males,4,33400.0,3600.0,20700.0,28500.0,,1800.0,6400.0,6700.0,6400.0,8300.0,14400.0,,,69000.0,9900.0,30000.0,38900.0,58900.0,3100.0,17700.0,30200.0,6100.0,3800.0,43800.0,,50500.0
2019,Newfoundland and Labrador,Females,1,,,19600.0,6800.0,,,22000.0,,4300.0,10400.0,,,,41100.0,15100.0,,17400.0,45200.0,5300.0,,34300.0,7300.0,5100.0,30700.0,,30200.0
2019,Newfoundland and Labrador,Females,2,10300.0,,19100.0,22400.0,,,10700.0,,7600.0,11600.0,,,,46300.0,11000.0,7800.0,24800.0,45600.0,7600.0,8100.0,33400.0,9500.0,,30100.0,,34000.0
2019,Newfoundland and Labrador,Females,3,25000.0,5400.0,21800.0,22900.0,,,7400.0,,8900.0,10900.0,5600.0,,,58300.0,14800.0,18100.0,21300.0,57300.0,6400.0,5500.0,42700.0,8000.0,2900.0,44300.0,,52300.0
2019,Newfoundland and Labrador,Females,4,34600.0,6000.0,18800.0,20100.0,,,3300.0,5600.0,4400.0,5700.0,12600.0,,,51800.0,1900.0,28000.0,30500.0,48400.0,4100.0,13000.0,32400.0,4900.0,3200.0,38100.0,,47000.0
2019,Newfoundland and Labrador,Males,1,,,17900.0,9000.0,,,22100.0,,7200.0,10700.0,,,,36000.0,17000.0,,,42500.0,8100.0,,31500.0,,8500.0,28000.0,,29900.0
2019,Newfoundland and Labrador,Males,2,9800.0,,20700.0,16600.0,,,10900.0,,12100.0,15900.0,,,,39100.0,18300.0,6500.0,9600.0,44400.0,4200.0,,33900.0,9300.0,,35900.0,,37200.0
2019,Newfoundland and Labrador,Males,3,23900.0,,26000.0,18900.0,,5400.0,15400.0,,14800.0,17100.0,8800.0,,,52700.0,19700.0,17000.0,18700.0,53200.0,,12800.0,34000.0,10600.0,3900.0,42400.0,,47600.0
2019,Newfoundland and Labrador,Males,4,25900.0,3600.0,14900.0,19600.0,,2000.0,5600.0,5000.0,4100.0,5900.0,11800.0,,,45800.0,7800.0,23500.0,23900.0,38300.0,2700.0,12600.0,26500.0,5100.0,2600.0,30600.0,,38500.0
2019,Nova Scotia,Females,1,,13000.0,22900.0,27700.0,,12800.0,49100.0,,14700.0,22300.0,,,21700.0,82300.0,34300.0,,42700.0,93900.0,24100.0,11300.0,54100.0,18900.0,23700.0,44600.0,,66600.0
2019,Nova Scotia,Females,2,16400.0,11400.0,29600.0,23900.0,,7200.0,25400.0,,9400.0,12800.0,,,27900.0,77000.0,13000.0,9700.0,39700.0,79700.0,17000.0,11300.0,48500.0,21900.0,11400.0,56200.0,,64700.0
2019,Nova Scotia,Females,3,39400.0,9500.0,39000.0,35900.0,,6600.0,18400.0,8300.0,18400.0,20600.0,9700.0,,33400.0,100900.0,16900.0,25200.0,61700.0,100900.0,15100.0,15100.0,55300.0,23600.0,9200.0,67100.0,,86200.0
2019,Nova Scotia,Females,4,63500.0,8600.0,31500.0,32600.0,,3200.0,7800.0,11400.0,7400.0,9400.0,16900.0,,29000.0,94000.0,6400.0,49600.0,72500.0,88900.0,9200.0,22500.0,51500.0,14800.0,6400.0,68300.0,,79200.0
2019,Nova Scotia,Males,1,,,28400.0,27100.0,,22400.0,53500.0,,13000.0,20900.0,,,13000.0,76300.0,41600.0,,28300.0,88600.0,14200.0,10400.0,66000.0,21500.0,15000.0,60200.0,,63800.0
2019,Nova Scotia,Males,2,17100.0,,35000.0,28700.0,,16100.0,39100.0,,18900.0,25300.0,,,14900.0,65800.0,27400.0,9300.0,29700.0,71100.0,7800.0,9200.0,51700.0,16100.0,11400.0,51100.0,,51100.0
2019,Nova Scotia,Males,3,29700.0,5100.0,32300.0,46100.0,,16300.0,34800.0,6300.0,20800.0,30600.0,12100.0,,18000.0,85200.0,29600.0,30800.0,48100.0,90800.0,12500.0,17900.0,60100.0,21200.0,12800.0,63700.0,,79500.0
2019,Nova Scotia,Males,4,45900.0,5500.0,24900.0,37500.0,,3200.0,9700.0,12000.0,7300.0,9200.0,19800.0,,15800.0,82500.0,12500.0,44500.0,56900.0,71900.0,5800.0,22700.0,37100.0,10500.0,7200.0,51900.0,,63200.0
2019,Ontario,Females,1,44500.0,144900.0,336000.0,345400.0,,116000.0,502700.0,,81200.0,171900.0,16600.0,,,1415500.0,311800.0,24800.0,494700.0,1582800.0,266900.0,119500.0,1188700.0,421500.0,212900.0,941500.0,,1104100.0
2019,Ontario,Females,2,147000.0,116500.0,365300.0,383900.0,,74100.0,233000.0,20000.0,124600.0,166400.0,61300.0,,,1284100.0,193800.0,123600.0,399000.0,1304200.0,146900.0,115200.0,900100.0,423000.0,124600.0,884100.0,,988500.0
2019,Ontario,Females,3,502000.0,136200.0,439600.0,468500.0,,51000.0,197600.0,47800.0,186600.0,237000.0,170200.0,,,1443000.0,199900.0,368100.0,599800.0,1352700.0,183700.0,214800.0,861800.0,366400.0,116300.0,1000600.0,,1074200.0
