REF_DATE,GEO,Sex,Age group,Dissatisfied,Going to school,Have not worked in last year,Job leavers,Jobs losers,Never worked,Other reasons,Own illness or disability,Permanent layoff,Personal or family reasons,Retired,Temporary layoff
2002,Newfoundland and Labrador,Males,3,0.0,0.0,25400.0,2000.0,5500.0,0.0,0.0,0.0,4900.0,0.0,1200.0,0.0
2002,Newfoundland and Labrador,Males,4,0.0,0.0,52200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Nova Scotia,Females,1,2100.0,14700.0,7600.0,23200.0,9200.0,14400.0,3100.0,500.0,8900.0,1700.0,0.0,0.0
2002,Nova Scotia,Females,2,2000.0,1500.0,68100.0,13700.0,20800.0,8700.0,2400.0,3400.0,18100.0,2700.0,1000.0,2600.0
2002,Nova Scotia,Females,3,0.0,0.0,56200.0,4800.0,3200.0,3100.0,0.0,0.0,2900.0,0.0,2700.0,0.0
2002,Nova Scotia,Females,4,0.0,0.0,108800.0,0.0,0.0,23000.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Nova Scotia,Males,1,2600.0,15000.0,5600.0,21200.0,15300.0,17100.0,1800.0,0.0,14300.0,0.0,0.0,1000.0
2002,Nova Scotia,Males,2,2800.0,1400.0,32300.0,10200.0,29700.0,3700.0,1800.0,1900.0,25400.0,0.0,500.0,4200.0
2002,Nova Scotia,Males,3,0.0,0.0,39400.0,5000.0,5000.0,0.0,0.0,0.0,4200.0,0.0,3500.0,0.0
2002,Nova Scotia,Males,4,0.0,0.0,92800.0,2300.0,500.0,1200.0,0.0,0.0,500.0,0.0,1900.0,0.0
2002,Ontario,Females,1,28200.0,153800.0,80400.0,216000.0,67300.0,292200.0,11600.0,5400.0,64800.0,15200.0,0.0,0.0
2002,Ontario,Females,2,32100.0,26000.0,693000.0,183800.0,164900.0,244100.0,30300.0,29000.0,151600.0,58000.0,8200.0,13400.0
2002,Ontario,Females,3,3600.0,0.0,497800.0,50800.0,24400.0,84300.0,5500.0,5500.0,21700.0,0.0,30900.0,0.0
2002,Ontario,Females,4,0.0,0.0,1219400.0,16900.0,4000.0,277000.0,0.0,0.0,3900.0,0.0,13300.0,0.0
2002,Ontario,Males,1,35000.0,185400.0,69100.0,242400.0,115600.0,284400.0,10200.0,2400.0,110400.0,5900.0,0.0,5200.0
2002,Ontario,Males,2,33800.0,29400.0,296900.0,128000.0,209200.0,93800.0,24000.0,23600.0,184000.0,8200.0,8900.0,25200.0
2002,Ontario,Males,3,0.0,0.0,334100.0,47100.0,32100.0,18800.0,2400.0,5100.0,29600.0,0.0,33700.0,0.0
2002,Ontario,Males,4,0.0,0.0,1049000.0,24900.0,3400.0,37800.0,0.0,0.0,3300.0,0.0,20800.0,0.0
2002,Prince Edward Island,Females,1,200.0,3000.0,400.0,3800.0,2000.0,1300.0,0.0,0.0,2000.0,0.0,0.0,0.0
2002,Prince Edward Island,Females,2,200.0,400.0,5800.0,1600.0,6200.0,600.0,0.0,200.0,5800.0,0.0,0.0,400.0
2002,Prince Edward Island,Females,3,0.0,0.0,6200.0,600.0,1000.0,0.0,0.0,0.0,900.0,0.0,400.0,0.0
2002,Prince Edward Island,Females,4,0.0,0.0,15600.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Prince Edward Island,Males,1,400.0,2300.0,500.0,3200.0,3200.0,1000.0,0.0,0.0,3000.0,0.0,0.0,0.0
2002,Prince Edward Island,Males,2,0.0,0.0,2400.0,1100.0,7400.0,400.0,200.0,0.0,6400.0,0.0,0.0,1000.0
2002,Prince Edward Island,Males,3,0.0,0.0,4200.0,700.0,1600.0,0.0,0.0,0.0,1400.0,0.0,600.0,0.0
2002,Prince Edward Island,Males,4,0.0,0.0,13200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,Quebec,Females,1,14400.0,95400.0,48400.0,130400.0,59800.0,171300.0,4500.0,4100.0,57200.0,9400.0,0.0,0.0
2002,Quebec,Females,2,21000.0,9100.0,507800.0,95500.0,141700.0,116800.0,15000.0,17800.0,127600.0,26500.0,4400.0,14000.0
2002,Quebec,Females,3,0.0,0.0,430300.0,33000.0,24000.0,61900.0,0.0,7100.0,21200.0,0.0,19700.0,0.0
2002,Quebec,Females,4,0.0,0.0,718900.0,5300.0,0.0,272200.0,0.0,0.0,0.0,0.0,3200.0,0.0
2002,Quebec,Males,1,19800.0,93600.0,36800.0,125500.0,89800.0,161100.0,4800.0,2400.0,83500.0,0.0,0.0,6400.0
2002,Quebec,Males,2,13600.0,12600.0,239100.0,61400.0,185000.0,53600.0,14000.0,15000.0,159100.0,0.0,3200.0,25800.0
2002,Quebec,Males,3,0.0,0.0,281800.0,35000.0,37400.0,10000.0,1700.0,5900.0,33200.0,0.0,24000.0,4200.0
2002,Quebec,Males,4,0.0,0.0,674900.0,15500.0,1700.0,15200.0,0.0,0.0,1700.0,0.0,13800.0,0.0
2002,Saskatchewan,Females,1,2600.0,15800.0,8800.0,23100.0,6700.0,21000.0,1400.0,0.0,6600.0,2600.0,0.0,0.0
2002,Saskatchewan,Females,2,2600.0,2100.0,42600.0,13600.0,12000.0,11100.0,3600.0,1700.0,11400.0,2700.0,0.0,0.0
2002,Saskatchewan,Females,3,0.0,0.0,33300.0,3200.0,1800.0,3400.0,0.0,0.0,1700.0,0.0,1400.0,0.0
2002,Saskatchewan,Females,4,0.0,0.0,110600.0,2400.0,1000.0,27400.0,0.0,0.0,1000.0,0.0,2200.0,0.0
2002,Saskatchewan,Males,1,3800.0,15400.0,4500.0,21500.0,10700.0,17000.0,700.0,0.0,9900.0,0.0,0.0,0.0
2002,Saskatchewan,Males,2,1600.0,1600.0,18600.0,8500.0,15000.0,3200.0,600.0,1600.0,13100.0,0.0,0.0,1800.0
2002,Saskatchewan,Males,3,0.0,0.0,19900.0,2900.0,3300.0,0.0,0.0,0.0,2900.0,0.0,1900.0,0.0
2002,Saskatchewan,Males,4,0.0,0.0,90200.0,3800.0,0.0,3400.0,0.0,0.0,0.0,0.0,3000.0,0.0
2003,Alberta,Females,1,8800.0,41800.0,21000.0,66400.0,20700.0,47600.0,5400.0,0.0,20200.0,7900.0,0.0,0.0
2003,Alberta,Females,2,12300.0,7200.0,181400.0,61400.0,38000.0,20800.0,12400.0,7800.0,36200.0,18900.0,0.0,0.0
2003,Alberta,Females,3,0.0,0.0,96000.0,9400.0,7400.0,7600.0,0.0,0.0,5800.0,0.0,4600.0,0.0
2003,Alberta,Females,4,0.0,0.0,264000.0,4100.0,0.0,39000.0,0.0,0.0,0.0,0.0,4000.0,0.0
2003,Alberta,Males,1,13800.0,53600.0,18400.0,76000.0,30200.0,42400.0,3700.0,0.0,28000.0,0.0,0.0,0.0
2003,Alberta,Males,2,7400.0,9600.0,51400.0,34200.0,45500.0,6000.0,4300.0,5900.0,39400.0,0.0,0.0,6200.0
2003,Alberta,Males,3,0.0,0.0,53000.0,10000.0,7600.0,0.0,0.0,1500.0,6900.0,0.0,5600.0,0.0
2003,Alberta,Males,4,0.0,0.0,212700.0,8000.0,0.0,3800.0,0.0,0.0,0.0,0.0,5800.0,0.0
2003,British Columbia,Females,1,9000.0,41800.0,34900.0,67000.0,27000.0,110800.0,5200.0,0.0,26600.0,6500.0,0.0,0.0
2003,British Columbia,Females,2,11800.0,9200.0,295300.0,71600.0,73600.0,39400.0,17900.0,7900.0,69300.0,18800.0,0.0,4400.0
2003,British Columbia,Females,3,0.0,0.0,174800.0,19700.0,13400.0,15000.0,1500.0,0.0,13000.0,0.0,11400.0,0.0
2003,British Columbia,Females,4,0.0,0.0,466100.0,6400.0,0.0,66800.0,0.0,0.0,0.0,0.0,4900.0,0.0
2003,British Columbia,Males,1,8400.0,53800.0,32200.0,74600.0,49200.0,106800.0,6000.0,0.0,46600.0,1500.0,0.0,0.0
2003,British Columbia,Males,2,9100.0,11600.0,138600.0,50100.0,79400.0,23300.0,14000.0,10600.0,70200.0,0.0,0.0,9200.0
2003,British Columbia,Males,3,0.0,0.0,124200.0,21800.0,15000.0,0.0,1700.0,0.0,14000.0,0.0,13900.0,0.0
2003,British Columbia,Males,4,0.0,0.0,404800.0,12800.0,3300.0,5400.0,0.0,0.0,3200.0,0.0,9900.0,0.0
2003,Manitoba,Females,1,3000.0,10600.0,6800.0,17400.0,6700.0,21300.0,1500.0,0.0,6400.0,1200.0,0.0,0.0
2003,Manitoba,Females,2,2800.0,2200.0,52900.0,14700.0,12200.0,13700.0,2000.0,2600.0,11400.0,3500.0,0.0,0.0
2003,Manitoba,Females,3,0.0,0.0,41100.0,4300.0,3100.0,3200.0,0.0,0.0,2600.0,0.0,3000.0,0.0
2003,Manitoba,Females,4,0.0,0.0,136300.0,2000.0,1000.0,20100.0,0.0,0.0,1000.0,0.0,1400.0,0.0
